Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Microsoft Windows Shell CVE-2017-8699 Remote Code Execution Vulnerability,100783,Pedro Gallegos of Microsoft Office Security Team.,Sep 12 2017 12:00AM,CVE-2017-8699,Microsoft Windows Server 2016  0
Microsoft Edge Scripting Engine CVE-2017-8752 Remote Memory Corruption Vulnerability,100775,Microsoft,Sep 12 2017 12:00AM,CVE-2017-8752,Microsoft Edge  0
Microsoft Edge CVE-2017-11766 Remote Memory Corruption Vulnerability,100729,Microsoft,Sep 12 2017 12:00AM,CVE-2017-11766,Microsoft Edge  0
Microsoft Exchange Server CVE-2017-11761 Information Disclosure Vulnerability,100731,Zhongcheng Li (CK01),Sep 12 2017 12:00AM,CVE-2017-11761,Microsoft Exchange Server 2016 Cumulative Update 6  0
SAP Point of Sale Store Manager Hardcoded Credentials Vulnerability,100806,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP Point of Sale  0
Microsoft Windows Error Reporting CVE-2017-8702 Remote Privilege Escalation Vulnerability,100785,"Alex Ionescu, CrowdStrike Inc.",Sep 12 2017 12:00AM,CVE-2017-8702,Microsoft Windows Server 2016  0
Microsoft Windows Graphics Component CVE-2017-8696 Remote Code Execution Vulnerability,100780,Axel Souchet (@0vercl0k) of MSRC Vulnerabilities and Mitigations Team.,Sep 12 2017 12:00AM,CVE-2017-8696,Microsoft Windows Server 2012  0
Microsoft Windows GDI+ Component CVE-2017-8684 Local Information Disclosure Vulnerability,100782,Mateusz Jurczyk of Google Project Zero.,Sep 12 2017 12:00AM,CVE-2017-8684,Microsoft Windows Server 2012 R2  0
Microsoft Windows Graphics Component CVE-2017-8695 Information Disclosure Vulnerability,100773,Axel Souchet of MSRC Vulnerabilities & Mitigations.,Sep 12 2017 12:00AM,CVE-2017-8695,Microsoft Windows Server 2016  0
Microsoft Office CVE-2017-8630 Remote Code Execution Vulnerability,100732,Debasish Mandal of McAfee IPS Vulnerability Research,Sep 12 2017 12:00AM,CVE-2017-8630,Microsoft Office 2016 (64-bit edition)  0
Microsoft Internet Explorer CVE-2017-8733 Spoofing Vulnerability,100737,Masato Kinugawa of Cure53,Sep 12 2017 12:00AM,CVE-2017-8733,Microsoft Internet Explorer  9
Microsoft Edge CVE-2017-8734 Remote Memory Corruption Vulnerability,100738,Ivan Fratric of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-8734,Microsoft Edge  0
Microsoft Windows DHCP Server CVE-2017-8686 Remote Code Execution Vulnerability,100730,The vendor reported the issue.,Sep 12 2017 12:00AM,CVE-2017-8686,Microsoft Windows Server 2016  0
Microsoft Office CVE-2017-8632 Remote Code Execution Vulnerability,100734,Jaanus KÃ¤Ã¤p,Sep 12 2017 12:00AM,CVE-2017-8632,Microsoft Office Compatibility Pack Service Pack 3  0
Microsoft Edge Scripting Engine CVE-2017-8729 Remote Memory Corruption Vulnerability,100733,Lokihart of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-8729,Microsoft Edge  0
Microsoft Edge CVE-2017-8735 Spoofing Vulnerability,100740,Microsoft,Sep 12 2017 12:00AM,CVE-2017-8735,Microsoft Edge  0
Microsoft Internet Explorer and Edge CVE-2017-8736 Information Disclosure Vulnerability,100743,Jun Kokatsu (@shhnjk),Sep 12 2017 12:00AM,CVE-2017-8736,Microsoft Internet Explorer  11
Microsoft PowerPoint CVE-2017-8742 Remote Code Execution Vulnerability,100741,Minh Tran,Sep 12 2017 12:00AM,CVE-2017-8742,Microsoft SharePoint Server 2013  SP1
Microsoft Edge CVE-2017-8731 Remote Memory Corruption Vulnerability,100735,Ivan Fratric of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-8731,Microsoft Edge  0
IBM API Connect CVE-2017-1556 Denial of Service Vulnerability,100831,IBM.,Sep 11 2017 12:00AM,CVE-2017-1556,IBM API Connect  5.0.7.2
ImageMagick CVE-2017-14400 Denial of Service Vulnerability,100865,Baidu Security Lab,Sep 11 2017 12:00AM,CVE-2017-14400,Redhat Enterprise Linux  7
JasPer 'jpc_dec.c' Denial of Service Vulnerability,100861,team OWL337,Sep 11 2017 12:00AM,CVE-2017-14229,Redhat RHEV-M for Servers  0
Tcpdump CVE-2017-12995 Denial of Service Vulnerability,100913,Otto Airamo and Antti LevomÃ¤ki.,Sep 11 2017 12:00AM,CVE-2017-12995,Ubuntu Ubuntu Linux  17.04
Microsoft Windows PDF CVE-2017-8728 Remote Code Execution Vulnerability,100739,Giwan Go of STEALIEN & HIT working with Trend Micro's Zero Day Initiative.,Sep 12 2017 12:00AM,CVE-2017-8728,Microsoft Windows Server 2016  0
Microsoft Windows Kernel CVE-2017-8687 Local Information Disclosure Vulnerability,100736,"Mateusz Jurczyk, Google Project Zero.",Sep 12 2017 12:00AM,CVE-2017-8687,Microsoft Windows Server 2016  0
Red Hat Mobile Application Platform CVE-2017-7553 SSRF Security Bypass Vulnerability,100896,Tomas Rzepka.,Sep 11 2017 12:00AM,CVE-2017-7553,Redhat Mobile Application Platform On-Premise  4
IBM Content Navigator CVE-2017-1522 Cross Site Scripting Vulnerability,101181,IBM,Sep 11 2017 12:00AM,CVE-2017-1522,IBM Content Navigator 3.0
Adobe RoboHelp CVE-2017-3105 Open Redirect Vulnerability,100709,Reynold Regan of CNSI - Center for Technology & Innovation,Sep 12 2017 12:00AM,CVE-2017-3105,Adobe RoboHelp 9  9.0.1.262
Adobe RoboHelp CVE-2017-3104 Cross Site Scripting Vulnerability,100707,Reynold Regan of CNSI - Center for Technology & Innovation,Sep 12 2017 12:00AM,CVE-2017-3104,Adobe RoboHelp 9  9.0.1.262
Adobe ColdFusion CVE-2017-11285 Unspecified Cross Site Scripting Vulnerability,100711,Daniel Sayk of Telekom Security.,Sep 12 2017 12:00AM,CVE-2017-11285,Adobe ColdFusion 2016.0 Update 4
Nagios Core CVE-2017-14312 Local Privilege Escalation Vulnerability,100881,Unknown,Sep 11 2017 12:00AM,CVE-2017-14312,Nagios Nagios Core 4.3.4
Adobe Flash Player CVE-2017-11281 Remote Memory Corruption Vulnerability,100710,Mateusz Jurczyk and Natalie Silvanovich of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-11281,Microsoft Internet Explorer  11
SAP NetWeaver 'SLC Sell Side Registration Page' Cross Site Scripting Vulnerability,100714,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP NetWeaver   0
Redhat Mobile Application Platform CVE-2017-7552 Remote Code Execution Vulnerability,100899,Tomas Rzepka.,Sep 11 2017 12:00AM,CVE-2017-7552,Redhat Mobile Application Platform On-Premise  4
SAP NetWeaver Adapter Engine Cache Monitor Information Disclosure Vulnerability,100717,The vendor reported the issue.,Sep 12 2017 12:00AM,,SAP NetWeaver   0
Adobe Flash Player CVE-2017-11282 Remote Memory Corruption Vulnerability,100716,Mateusz Jurczyk and Natalie Silvanovich of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-11282,Microsoft Internet Explorer  11
Microsoft Office CVE-2017-8567 Remote Code Execution Vulnerability,100719,Jin Chen of Paloaltonetworks,Sep 12 2017 12:00AM,CVE-2017-8567,Microsoft Excel for Mac 2011  0
SAP Electronic Ledger Management for Turkey Cross Site Request Forgery Vulnerability,100712,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP Electronic Ledger Management for Turkey  1.0
Adobe Coldfusion CVE-2017-11286 XML External Entity Information Disclosure Vulnerability,100715,Daniel Lawson of Depth Security.,Sep 12 2017 12:00AM,CVE-2017-11286,Adobe ColdFusion 2016.0 Update 4
Microsoft Edge CVE-2017-8757 Remote Code Execution Vulnerability,100721,Liu Long of Qihoo 360Vulcan Team,Sep 12 2017 12:00AM,CVE-2017-8757,Microsoft Edge  0
Microsoft Windows GDI+ Component CVE-2017-8680 Local Information Disclosure Vulnerability,100722,Mateusz Jurczyk of Google Project Zero.,Sep 12 2017 12:00AM,CVE-2017-8680,Microsoft Windows Server 2012 R2  0
Adobe ColdFusion APSB17-30 Deserialization Multiple Remote Code Execution Vulnerabilities,100708,Nick Bloor of NCC Group.,Sep 12 2017 12:00AM,"CVE-2017-11283
				
					CVE-2017-11284",Adobe ColdFusion 2016.0 Update 4
Microsoft Windows GDI+ CVE-2017-8685 Information Disclosure Vulnerability,100724,Mateusz Jurczyk of Google Project Zero.,Sep 12 2017 12:00AM,CVE-2017-8685,Microsoft Windows Server 2008 R2 for x64-based Systems  SP1
Microsoft SharePoint Server CVE-2017-8629 Remote Privilege Escalation Vulnerability,100725,Jayson Grace,Sep 12 2017 12:00AM,CVE-2017-8629,Microsoft SharePoint Server 2013  SP1
Microsoft Edge Scripting Engine CVE-2017-11764 Remote Memory Corruption Vulnerability,100726,Lokihart of Google Project Zero,Sep 12 2017 12:00AM,CVE-2017-11764,Microsoft Edge  0
Oracle Spatial CVE-2010-3590 Remote Security Vulnerability,45880,Oracle,Jan 18 2011 12:00AM,CVE-2010-3590,Oracle Oracle11g Standard Edition 11.1 .7
Microsoft Windows Kernel CVE-2017-8679 Local Information Disclosure Vulnerability,100720,"fanxiaocao and pjf of IceSword Lab, Qihoo 360.",Sep 12 2017 12:00AM,CVE-2017-8679,Microsoft Windows Server 2016  0
Oracle PeopleSoft Enterprise FIN CVE-2011-2250 Remote PeopleSoft Enterprise FIN Vulnerability,48778,Oracle,Jul 19 2011 12:00AM,CVE-2011-2250,Oracle PeopleSoft Enterprise FIN  9.1
Redhat Mobile Application Platform CVE-2017-7554 HTML Injection Vulnerability,100902,Tomas Rzepka.,Sep 11 2017 12:00AM,CVE-2017-7554,Redhat Mobile Application Platform On-Premise  4
Microsoft Edge Scripting Engine CVE-2017-8756 Remote Memory Corruption Vulnerability,100718,Microsoft,Sep 12 2017 12:00AM,CVE-2017-8756,Microsoft Edge  0
Oracle Sun Java System Portal Server CVE-2010-4431 Local Security Vulnerability,45898,Oracle,Jan 18 2011 12:00AM,CVE-2010-4431,Sun Java System Portal Server  7.2
Oracle PeopleSoft Products CVE-2011-3533 Remote PeopleSoft Enterprise HRMS Vulnerability,50249,Oracle,Oct 18 2011 12:00AM,CVE-2011-3533,Oracle PeopleSoft Enterprise HRMS  9.1
Oracle Oracle Enterprise Manager Grid Control CVE-2011-0875 Remote EMCTL Vulnerability,48760,Oracle,Jul 19 2011 12:00AM,CVE-2011-0875,Oracle Enterprise Manager Grid Control 11G  11.1.0.7
Oracle Sun Solaris CVE-2010-3586 Local Security Vulnerability,45903,Oracle,Jan 18 2011 12:00AM,CVE-2010-3586,Sun Solaris  9_x86
Mahara Admin Password Reset Security Bypass Vulnerability,36893,Ruslan Kabalin,Oct 29 2009 12:00AM,CVE-2009-3298,Mahara Mahara 1.1.6
Oracle Fusion Middleware CVE-2010-3501 Remote OID Vulnerability,43995,Oracle,Oct 12 2010 12:00AM,CVE-2010-3501,Oracle Oracle Identity Management 10g 10.1.4 .3.0
Oracle Transportation Manager CVE-2010-4432 Remote Security Vulnerability,45875,Oracle,Jan 18 2011 12:00AM,CVE-2010-4432,Oracle Transportation Manager  6.2
Oracle Supply Chain Product CVE-2010-3505 Remote Security Vulnerability,45872,Oracle,Jan 18 2011 12:00AM,CVE-2010-3505,Oracle Agile Core  9.3.1
Oracle Document Capture CVE-2010-3592 Remote Vulnerability,45871,Oracle,Jan 18 2011 12:00AM,CVE-2010-3592,Oracle Document Capture  10.1.3.5.0
Oracle E-Business Suite CVE-2011-2303 Remote Oracle Application Object Library Vulnerability,50225,Oracle,Oct 18 2011 12:00AM,CVE-2011-2303,Oracle E-Business Suite 12 12.1.2
Oracle Supply Chain Products Suite CVE-2011-3532 Remote Oracle Agile Product Supplier Collaboration ,50227,Oracle,Oct 18 2011 12:00AM,CVE-2011-3532,Oracle Agile Product Supplier Collaboration for Process  6.0.0.4
Oracle FLEXCUBE Universal Banking CVE-2012-0546 Remote Vulnerability,53108,Oracle,Apr 17 2012 12:00AM,CVE-2012-0546,Oracle FLEXCUBE Universal Banking 11.2
Oracle Solaris CVE-2012-1698 Remote Vulnerability,53128,Oracle,Apr 17 2012 12:00AM,CVE-2012-1698,Oracle Solaris  11
Oracle FLEXCUBE Direct Banking CVE-2012-0576 Remote Vulnerability,53113,Oracle,Apr 17 2012 12:00AM,CVE-2012-0576,Oracle FLEXCUBE Direct Banking 6.2
Oracle FLEXCUBE Universal Banking CVE-2012-0545 Remote Vulnerability,53122,Oracle,Apr 17 2012 12:00AM,CVE-2012-0545,Oracle FLEXCUBE Universal Banking 11.2
Microsoft Exchange Server CVE-2017-8758 Cross Site Scripting Vulnerability,100723,Cem Onat Karagun Kocaeli University,Sep 12 2017 12:00AM,CVE-2017-8758,Microsoft Exchange Server 2016 Cumulative Update 6  0
Oracle FLEXCUBE Direct Banking CVE-2012-1707 Remote Vulnerability,53107,Oracle,Apr 17 2012 12:00AM,CVE-2012-1707,Oracle FLEXCUBE Direct Banking 6.2
Oracle Supply Chain Product CVE-2010-4429 Remote Security Vulnerability,45860,Oracle,Jan 18 2011 12:00AM,CVE-2010-4429,Oracle Agile Core  9.3.1
Oracle BI Publisher CVE-2012-0543 Remote Vulnerability,53083,Oracle,Apr 17 2012 12:00AM,CVE-2012-0543,Oracle BI Publisher 10.1.3 .4.1
Oracle Database Server CVE-2012-0520 Remote Enterprise Manager Base Platform Vulnerability,53081,Oracle,Apr 17 2012 12:00AM,CVE-2012-0520,Oracle Oracle11g Standard Edition  11.2.0.2.0
Oracle FLEXCUBE Universal Bank CVE-2012-0571 Remote Vulnerability,53103,Oracle,Apr 17 2012 12:00AM,CVE-2012-0571,Oracle FLEXCUBE Universal Banking 11.4
Oracle Database Server CVE-2012-1708 Remote Application Express Vulnerability,53104,Oracle,Apr 17 2012 12:00AM,CVE-2012-1708,Oracle Application Express  4.1
Oracle Outside In Technology CVE-2012-0556 Remote Vulnerability,53087,Oracle,Apr 17 2012 12:00AM,CVE-2012-0556,Oracle Outside In  8.3.7
Oracle E-Business Suite CVE-2012-0535 Remote Oracle Application Object Library Vulnerability,53059,Oracle,Apr 17 2012 12:00AM,CVE-2012-0535,Oracle E-Business Suite 12.0.6
Oracle E-Business Suite CVE-2012-0537 Remote Oracle Application Object Library Vulnerability,53066,Oracle,Apr 17 2012 12:00AM,CVE-2012-0537,Oracle E-Business Suite  12.1.3
Oracle Identity Manager Connector CVE-2012-0515 Remote Vulnerability,53079,Oracle,Apr 17 2012 12:00AM,CVE-2012-0515,Oracle DB UM Connector for Oracle Identity Manager  9.1.0.4
Oracle Identity Manager CVE-2012-0532 Remote Vulnerability,53060,Oracle,Apr 17 2012 12:00AM,CVE-2012-0532,Oracle Identity Manager  11.1.1.5
Oracle Database Server CVE-2012-0519 Remote Core RDBMS Vulnerability,53072,Oracle,Apr 17 2012 12:00AM,CVE-2012-0519,Oracle Oracle11g Standard Edition  11.2.0.2.0
Oracle Sun Products Suite CVE-2011-2292 Local Solaris Vulnerability,50268,Oracle,Oct 18 2011 12:00AM,CVE-2011-2292,Sun Solaris 11 Express  snv_151a
Oracle PeopleSoft CVE-2011-3529 Remote PeopleSoft Enterprise HRMS Vulnerability,50267,Oracle,Oct 18 2011 12:00AM,CVE-2011-3529,Oracle PeopleSoft Enterprise HRMS  9.1
Oracle Sun Solaris CVE-2011-3542 Local Vulnerability,50244,Oracle,Oct 18 2011 12:00AM,CVE-2011-3542,Sun Solaris  11 Express
Oracle FLEXCUBE Universal Banking CVE-2012-0575 Remote Vulnerability,53111,Oracle,Apr 17 2012 12:00AM,CVE-2012-0575,Oracle FLEXCUBE Universal Banking 11.2
Oracle FLEXCUBE Direct Banking CVE-2012-1706 Remote Vulnerability,53116,Oracle,Apr 17 2012 12:00AM,CVE-2012-1706,Oracle FLEXCUBE Direct Banking 6.2
Oracle Outside In Technology CVE-2012-0557 Remote Vulnerability,53054,Oracle,Apr 17 2012 12:00AM,CVE-2012-0557,Oracle Outside In  8.3.7
Oracle Fusion Middleware CVE-2012-0522 Remote Vulnerability,53053,Oracle,Apr 17 2012 12:00AM,CVE-2012-0522,Oracle WebCenter Forms Recognition  10.1.3.5
Oracle PeopleSoft Products CVE-2011-2315 Remote PeopleSoft Enterprise PeopleTools Vulnerability,50263,Oracle,Oct 18 2011 12:00AM,CVE-2011-2315,Oracle PeopleSoft Enterprise PeopleTools  8.51
Oracle CVE-2010-3534 Local Primavera P6 Enterprise Project Portfolio Management,44019,Oracle,Oct 12 2010 12:00AM,CVE-2010-3534,Oracle Primavera P6 Enterprise Project Portfolio Management  7.0.1.0
Oracle FLEXCUBE Universal Banking CVE-2012-0567 Remote Vulnerability,53114,Oracle,Apr 17 2012 12:00AM,CVE-2012-0567,Oracle FLEXCUBE Universal Banking 11.2
TYPO3 Frontend Authentication Bypass Vulnerability,96501,Thomas Dahlke.,Feb 28 2017 12:00AM,,Typo3 Typo3 8.6
Symantec Endpoint Protection Manager CVE-2015-6555 Remote Code Execution Vulnerability,77495,Matthias Kaiser and Markus Wulftange with Code White,Nov 09 2015 12:00AM,CVE-2015-6555,Symantec Endpoint Protection Manager  12.1-RU6-MP1
Oracle E-Business Suite CVE-2012-0542 Remote Oracle iStore Vulnerability,53068,Oracle,Apr 17 2012 12:00AM,CVE-2012-0542,Oracle E-Business Suite 12 12.1.2
Oracle E-Business Suite CVE-2012-0513 Remote Oracle Application Object Library Vulnerabilty,53055,Oracle,Apr 17 2012 12:00AM,CVE-2012-0513,Oracle E-Business Suite 12.0.6
Oracle Outside In Technology CVE-2012-0554 Remote Vulnerability,53069,Oracle,Apr 17 2012 12:00AM,CVE-2012-0554,Oracle Outside In  8.3.7
Oracle Sun Products Suite CVE-2011-3507 Remote Oracle Communications Unified Vulnerability,50264,Oracle,Oct 18 2011 12:00AM,CVE-2011-3507,Oracle Communications Unified Inventory Management  7.1
redcarpet CVE-2015-5147 Stack Buffer Overflow Vulnerability,75508,Giancarlo Canales,Jun 29 2015 12:00AM,CVE-2015-5147,vmg redcarpet  3.3.1
Multiple Cisco Products CVE-2015-0744 Denial of Service Vulnerability,74916,Cisco,May 29 2015 12:00AM,CVE-2015-0744,Cisco Headend System Releases  0
Oracle Database CVE-2015-4753 Local Security Vulnerability,75839,Oracle,Jul 15 2015 12:00AM,CVE-2015-4753,Oracle Database 12c Release 1 12.1 2
Oracle Outside In Technology CVE-2012-0555 Remote Vulnerability,53070,Oracle,Apr 17 2012 12:00AM,CVE-2012-0555,Oracle Outside In  8.3.7
Oracle VM Server for SPARC CVE-2015-0452 Remote Security Vulnerability,74127,Oracle,Apr 14 2015 12:00AM,CVE-2015-0452,Oracle VM Server for SPARC  3.2
Oracle PeopleSoft Products CVE-2014-6475 Remote Security Vulnerability,70566,Oracle,Oct 14 2014 12:00AM,CVE-2014-6475,Oracle PeopleSoft Enterprise PeopleTools  8.54
D-Link DCS-2103 CVE-2014-9238 Directory Traversal Vulnerability,71484,MustLive,Nov 16 2014 12:00AM,CVE-2014-9238,D-Link DCS-2103  1.0.0
systemd CVE-2016-10156 Local Privilege Escalation Vulnerability,95790,Sebastian Krahmer.,Jan 18 2017 12:00AM,CVE-2016-10156,systemd systemd  228
Oracle JD Edwards Products CVE-2014-6516 Local Security Vulnerability,70571,Oracle,Oct 14 2014 12:00AM,CVE-2014-6516,Oracle JD Edwards EnterpriseOne Tools  8.98
Mahara Resume Blocktype Cross Site Scripting Vulnerability,36892,Sven Vetsch,Oct 29 2009 12:00AM,CVE-2009-3299,Mahara Mahara 1.1.6
Oracle PeopleSoft Products CVE-2014-6535 Remote Security Vulnerability,70562,Oracle,Oct 14 2014 12:00AM,CVE-2014-6535,Oracle PeopleSoft Enterprise PeopleTools  8.54
Oracle PeopleSoft Products CVE-2014-6482 Remote Security Vulnerability,70558,Oracle,Oct 14 2014 12:00AM,CVE-2014-6482,Oracle PeopleSoft Enterprise PeopleTools  8.54
Oracle Supply Chain Products Suite CVE-2014-6543 Remote Security Vulnerability,70545,Oracle,Oct 14 2014 12:00AM,CVE-2014-6543,Oracle Agile PLM 9.3.3
Novius OS 'tab' parameter Local File Include Vulnerability,75533,John Page,Jun 29 2015 12:00AM,CVE-2015-5353,Novius OS Novius OS  5.0.1 (Elche)
Cisco Unified IP Phones 9900 Series CVE-2015-0601 Local Denial of Service Vulnerability,72483,Cisco,Feb 04 2015 12:00AM,CVE-2015-0601,Cisco Unified Ip Phones 9900 Series Firmware  0
Oracle PeopleSoft Products CVE-2011-3527 Remote PeopleSoft Enterprise HRMS Vulnerability,50241,Oracle,Oct 18 2011 12:00AM,CVE-2011-3527,Oracle PeopleSoft Enterprise HRMS  9.1
Oracle PeopleSoft Products CVE-2014-6460 Remote Security Vulnerability,70555,Oracle,Oct 14 2014 12:00AM,CVE-2014-6460,Oracle PeopleSoft Enterprise PeopleTools  8.54
Oracle Supply Chain Products Suite CVE-2014-6533 Remote Security Vulnerability,70537,Oracle,Oct 14 2014 12:00AM,CVE-2014-6533,Oracle Transportation Management  6.2
Oracle Siebel UI Framework CVE-2015-2587 Remote Security Vulnerability,75876,Oracle,Jul 14 2015 12:00AM,CVE-2015-2587,Oracle Siebel UI Framework 8.2.2
Oracle Supply Chain Products Suite CVE-2014-6461 Remote Security Vulnerability,70534,Oracle,Oct 14 2014 12:00AM,CVE-2014-6461,Oracle Agile PLM 9.3.1 2
Oracle Fusion Middleware CVE-2011-2319 Remote Oracle WebLogic Server Vulnerability,50206,Oracle,Oct 18 2011 12:00AM,CVE-2011-2319,Oracle Weblogic Server 10.3.3
Oracle Fusion Middleware CVE-2011-2255 Remote Oracle WebLogic Portal Vulnerability,50205,Oracle,Oct 18 2011 12:00AM,CVE-2011-2255,Oracle Weblogic Portal  9.2
Oracle E-Business Suite CVE-2011-2302 Remote Oracle Application Object Library Vulnerability,50221,Oracle,Oct 18 2011 12:00AM,CVE-2011-2302,Oracle E-Business Suite 12 12.1.2
Oracle Fusion Middleware CVE-2011-3523 Remote Oracle Web Services Manager Vulnerability,50209,Oracle,Oct 18 2011 12:00AM,CVE-2011-3523,Oracle Application Server  10.1.3.5.0
Oracle Java SE CVE-2017-10087 Remote Security Vulnerability,99703,Oracle,Jul 18 2017 12:00AM,CVE-2017-10087,Ubuntu Ubuntu Linux  17.04
Oracle Database Server CVE-2012-1746 Remote Network Layer Vulnerability,54507,Oracle,Jul 17 2012 12:00AM,CVE-2012-1746,Oracle Oracle11g Standard Edition 11.1 .7
Oracle Java SE CVE-2017-10089 Remote Security Vulnerability,99659,Oracle,Jul 18 2017 12:00AM,CVE-2017-10089,Ubuntu Ubuntu Linux  17.04
Oracle Retail Back Office CVE-2015-0466 Remote Security Vulnerability,74093,Oracle,Apr 15 2015 12:00AM,CVE-2015-0466,Oracle Retail Back Office  14.1
IBM DB2 CVE-2017-1520 Security Bypass Vulnerability,100684,IBM.,Sep 08 2017 12:00AM,CVE-2017-1520,IBM DB2 11.1.2
ImageMagick CVE-2017-14224 Heap Buffer Overflow Vulnerability,100702,lifuhao from Aliyun Security Team.,Sep 08 2017 12:00AM,CVE-2017-14224,ImageMagick ImageMagick  7.0.6-8
Apache Spark CVE-2017-12612 Deserialization Remote Code Execution Vulnerability,100823,Sean Owen.,Sep 08 2017 12:00AM,CVE-2017-12612,Apache Spark 2.1.1
ImageMagick CVE-2017-14324 Denial of Service Vulnerability,100863,Baidu Security Lab,Sep 08 2017 12:00AM,CVE-2017-14324,Redhat Enterprise Linux  7
Oracle Supply Chain Products Suite CVE-2014-6498 Remote Security Vulnerability,70542,Oracle,Oct 14 2014 12:00AM,CVE-2014-6498,Oracle Transportation Management 6.3.5
Oracle Communications Applications CVE-2014-6465 Remote Security Vulnerability,70573,Oracle,Oct 14 2014 12:00AM,CVE-2014-6465,Oracle Communications Session Border Controller  SCX640m5
Oracle Enterprise Manager Grid Control CVE-2011-0845 Remote Database Control Vulnerability,48794,Oracle,Jul 19 2011 12:00AM,CVE-2011-0845,Oracle Enterprise Manager Grid Control 10g 10.1 6
ImageMagick CVE-2017-14326 Denial of Service Vulnerability,100886,Baidu Security Lab.,Sep 08 2017 12:00AM,CVE-2017-14326,Redhat Enterprise Linux  7
Openswan IKEv2 payloads Remote Denial Of Service Vulnerability,65155,Iustina Melinte,Jan 27 2014 12:00AM,CVE-2013-6466,Redhat Enterprise Linux Workstation Optional  6
MongoDB libbson CVE-2017-14227 Heap Buffer Overflow Vulnerability,100825,The vendor reported this issue.,Sep 09 2017 12:00AM,CVE-2017-14227,MongoDB libbson 1.7
FreeXL 'read_legacy_biff()' Function  Heap Buffer Overflow Vulnerability,100799,Marcin 'Icewall' Noga of Cisco Talos.,Sep 11 2017 12:00AM,CVE-2017-2924,FreeXL FreeXL 1.0.3
FreeXL 'read_biff_next_record()' Function  Heap Buffer Overflow Vulnerability,100807,Marcin 'Icewall' Noga of Cisco Talos.,Sep 11 2017 12:00AM,CVE-2017-2923,FreeXL FreeXL 1.0.3
ImageMagick CVE-2017-14325 Denial of Service Vulnerability,100874,Baidu Security Lab,Sep 08 2017 12:00AM,CVE-2017-14325,Redhat Enterprise Linux  7
Oracle PeopleSoft Products CVE-2014-6486 Remote Security Vulnerability,70568,Oracle,Oct 14 2014 12:00AM,CVE-2014-6486,Oracle PeopleSoft Enterprise HRMS 9.2
Microsoft PowerPoint CVE-2017-8743 Remote Code Execution Vulnerability,100746,Jaanus Kp Clarified Security working with Trend Micro's Zero Day Initiative,Sep 12 2017 12:00AM,CVE-2017-8743,Microsoft SharePoint Enterprise Server 2016  0
Microsoft Edge CVE-2017-8643 Information Disclosure Vulnerability,100747,"Giorgi Maisuradze, CISPA",Sep 12 2017 12:00AM,CVE-2017-8643,Microsoft Edge  0
EMC AppSync CVE-2017-8015 SQL Injection Vulnerability,100683,rgod working with Trend Micro's Zero Day Initiative.,Sep 09 2017 12:00AM,CVE-2017-8015,EMC AppSync 2.1
Microsoft Windows PDF CVE-2017-8737 Remote Code Execution Vulnerability,100749,Giwan Go of STEALIEN & HIT working with Trend Micro's Zero Day Initiative.,Sep 12 2017 12:00AM,CVE-2017-8737,Microsoft Windows Server 2016  0
Microsoft Office CVE-2017-8744 Remote Code Execution Vulnerability,100748,Lucas Leong of Trend Micro working with Trend Micro's Zero Day Initiative,Sep 12 2017 12:00AM,CVE-2017-8744,Microsoft Office 2016 (64-bit edition)  0
Microsoft Office CVE-2017-8631 Memory Corruption Vulnerability,100751,Steven Seeley (mr_me) of Offensive Security working with Trend Micro's Zero Day Initiative,Sep 12 2017 12:00AM,CVE-2017-8631,Microsoft Office Web Apps 2013  SP1
Microsoft Windows Kernel 'Win32k.sys' CVE-2017-8675 Local Privilege Escalation Vulnerability,100752,WenQunWang of Tencent's Xuanwu LAB.,Sep 12 2017 12:00AM,CVE-2017-8675,Microsoft Windows Server 2016  0
Das U-Boot Security Weakness and Information Disclosure Vulnerabilities,100675,Allan Xavier,Sep 08 2017 12:00AM,"CVE-2017-3225
				
					CVE-2017-3226",U-Boot Das U-Boot  0
Microsoft Edge Scripting Engine CVE-2017-8649 Remote Memory Corruption Vulnerability,100754,Microsoft ChakraCore Team,Sep 12 2017 12:00AM,CVE-2017-8649,Microsoft Edge  0
Microsoft Windows Graphics Device Interface CVE-2017-8676 Local Information Disclosure Vulnerability,100755,"bear13oy of CloverSec Labs working with Trend Micro's Zero Day Initiative, and Weibo Wang (@ma1fan) of 360 SkyEye Labs.",Sep 12 2017 12:00AM,CVE-2017-8676,Microsoft Windows Server 2016  0
Microsoft SharePoint CVE-2017-8745 Cross Site Scripting Vulnerability,100753,Microsoft,Sep 12 2017 12:00AM,CVE-2017-8745,Microsoft SharePoint Foundation 2013  SP1
Microsoft Windows NetBIOS CVE-2017-0161 Remote Code Execution Vulnerability,100728,"Peter Hlavaty (@zer0mem), KeenLab, Tencent.",Sep 12 2017 12:00AM,CVE-2017-0161,Microsoft Windows Server 2016  0
