Date,CVSS_Severity,id,summary
"January 08, 2015; 09:59:10 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2015-0204,"The ssl3_get_key_exchange function in s3_clnt.c in OpenSSL before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k allows remote SSL servers to conduct RSA-to-EXPORT_RSA downgrade attacks and facilitate brute-force decryption by offering a weak ephemeral RSA key in a noncompliant role, related to the ""FREAK"" issue.  NOTE: the scope of this CVE is only client code based on OpenSSL, not EXPORT_RSA issues associated with servers or other TLS implementations."
"December 20, 2014; 06:59:00 AM -05:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2014-8142,"Use-after-free vulnerability in the process_nested_data function in ext/standard/var_unserializer.re in PHP before 5.4.36, 5.5.x before 5.5.20, and 5.6.x before 5.6.4 allows remote attackers to execute arbitrary code via a crafted unserialize call that leverages improper handling of duplicate keys within the serialized properties of an object, a different vulnerability than CVE-2004-1019."
"December 11, 2014; 06:59:07 AM -05:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2014-1593,"Stack-based buffer overflow in the mozilla::FileBlockCache::Read function in Mozilla Firefox before 34.0, Firefox ESR 31.x before 31.3, Thunderbird before 31.3, and SeaMonkey before 2.31 allows remote attackers to execute arbitrary code via crafted media content."
"December 10, 2014; 10:59:06 AM -05:00","
                            ,V2:, ,6.5 MEDIUM,
                        ",CVE-2014-8094,"Integer overflow in the ProcDRI2GetBuffers function in the DRI2 extension in X.Org Server (aka xserver and xorg-server) 1.7.0 through 1.16.x before 1.16.3 allows remote authenticated users to cause a denial of service (crash) or possibly execute arbitrary code via a crafted request, which triggers an out-of-bounds read or write."
"November 27, 2014; 10:59:00 AM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-5426,MatrikonOPC OPC Server for DNP3 1.2.3 and earlier allows remote attackers to cause a denial of service (unhandled exception and DNP3 process crash) via a crafted message.
"November 18, 2014; 10:59:00 AM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-3613,"cURL and libcurl before 7.38.0 does not properly handle IP addresses in cookie domain names, which allows remote attackers to set cookies for or send arbitrary cookies to certain sites, as demonstrated by a site at 192.168.0.1 setting cookies for a site at 127.168.0.1."
"November 03, 2014; 11:55:07 AM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-8080,"The REXML parser in Ruby 1.9.x before 1.9.3-p550, 2.0.x before 2.0.0-p594, and 2.1.x before 2.1.4 allows remote attackers to cause a denial of service (memory consumption) via a crafted XML document, aka an XML Entity Expansion (XEE) attack."
"October 18, 2014; 09:55:15 PM -04:00","
                            ,V2:, ,1.9 LOW,
                        ",CVE-2014-5423,CareFusion Pyxis SupplyStation 8.1 with hardware test tool before 1.0.16 allows local users to obtain potentially sensitive information by reading a temporary (1) debugging file or (2) developer file.
"October 15, 2014; 06:55:08 PM -04:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2014-6554,Unspecified vulnerability in the Oracle Access Manager component in Oracle Fusion Middleware 11.1.2.1 and 11.1.2.2 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Admin Console.
"October 15, 2014; 06:55:07 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2014-6531,"Unspecified vulnerability in Oracle Java SE 5.0u71, 6u81, 7u67, and 8u20, and Java SE Embedded 7u60, allows remote attackers to affect confidentiality via unknown vectors related to Libraries."
"October 15, 2014; 06:55:06 PM -04:00","
                            ,V2:, ,2.6 LOW,
                        ",CVE-2014-6502,"Unspecified vulnerability in Oracle Java SE 5.0u71, 6u81, 7u67, and 8u20, and Java SE Embedded 7u60, allows remote attackers to affect integrity via unknown vectors related to Libraries."
"October 15, 2014; 11:55:08 AM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2014-6482,Unspecified vulnerability in the PeopleSoft Enterprise PT PeopleTools component in Oracle PeopleSoft Products 8.53 and 8.54 allows remote authenticated users to affect integrity via unknown vectors related to Updates Change Assistant.
"October 15, 2014; 11:55:07 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-6459,"Unspecified vulnerability in the Oracle Secure Global Desktop component in Oracle Virtualization 5.0 and 5.1 allows remote attackers to affect availability via vectors related to SGD Proxy Server (ttaauxserv), a different vulnerability than CVE-2014-2472, CVE-2014-2474, and CVE-2014-2476."
"October 15, 2014; 11:55:06 AM -04:00","
                            ,V2:, ,3.6 LOW,
                        ",CVE-2014-4289,"Unspecified vulnerability in the JDBC component in Oracle Database Server 11.1.0.7, 11.2.0.3, 11.2.0.4, and 12.1.0.1 allows remote authenticated users to affect confidentiality and integrity via unknown vectors, a different vulnerability than CVE-2014-6544."
"October 15, 2014; 06:55:09 AM -04:00","
                            ,V2:, ,5.4 MEDIUM,
                        ",CVE-2014-6947,"The Archie Comics (aka com.iversecomics.archie.android) application 1.07 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
"October 08, 2014; 01:55:05 PM -04:00","
                            ,V2:, ,6.4 MEDIUM,
                        ",CVE-2014-7185,"Integer overflow in bufferobject.c in Python before 2.7.8 allows context-dependent attackers to obtain sensitive information from process memory via a large size and offset in a ""buffer"" function."
"September 22, 2014; 11:55:07 AM -04:00","
                            ,V2:, ,4.4 MEDIUM,
                        ",CVE-2014-3635,"Off-by-one error in D-Bus 1.3.0 through 1.6.x before 1.6.24 and 1.8.x before 1.8.8, when running on a 64-bit system and the max_message_unix_fds limit is set to an odd number, allows local users to cause a denial of service (dbus-daemon crash) or possibly execute arbitrary code by sending one more file descriptor than the limit, which triggers a heap-based buffer overflow or an assertion failure."
"September 19, 2014; 06:55:03 AM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2014-4393,Buffer overflow in the shader compiler in the Intel Graphics Driver subsystem in Apple OS X before 10.9.5 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted GLSL shader.
"September 08, 2014; 09:55:36 PM -04:00","
                            ,V2:, ,5.4 MEDIUM,
                        ",CVE-2014-5667,"The Vault-Hide SMS, Pics & Videos (aka com.netqin.ps) application 5.0.14.22 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
"August 22, 2014; 09:55:02 PM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2014-3597,"Multiple buffer overflows in the php_parserr function in ext/standard/dns.c in PHP before 5.4.32 and 5.5.x before 5.5.16 allow remote DNS servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted DNS record, related to the dns_get_record function and the dn_expand function.  NOTE: this issue exists because of an incomplete fix for CVE-2014-4049."
"July 24, 2014; 10:55:07 AM -04:00","
                            ,V2:, ,6.0 MEDIUM,
                        ",CVE-2014-2369,"Cross-site request forgery (CSRF) vulnerability in the web application on Omron NS5, NS8, NS10, NS12, and NS15 HMI terminals 8.1xx through 8.68x allows remote authenticated users to hijack the authentication of unspecified victims via unknown vectors."
"July 20, 2014; 07:12:48 AM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2014-0226,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c."
"July 17, 2014; 07:17:10 AM -04:00","
                            ,V2:, ,6.9 MEDIUM,
                        ",CVE-2014-4261,"Unspecified vulnerability in the Oracle VM VirtualBox component in Oracle Virtualization VirtualBox before 3.2.24, 4.0.26, 4.1.34, 4.2.26, and 4.3.14 allows local users to affect confidentiality, integrity, and availability via unknown vectors related to Core, a different vulnerability than CVE-2014-2487."
"July 17, 2014; 07:17:09 AM -04:00","
                            ,V2:, ,3.6 LOW,
                        ",CVE-2014-4240,Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.17 and earlier allows local users to affect confidentiality and integrity via vectors related to SRREP.
"July 17, 2014; 01:10:16 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-4220,"Unspecified vulnerability in Oracle Java SE 7u60 and 8u5 allows remote attackers to affect integrity via unknown vectors related to Deployment, a different vulnerability than CVE-2014-4208."
"July 17, 2014; 01:10:15 AM -04:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2014-2496,Unspecified vulnerability in the PeopleSoft Enterprise PT PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Test Framework.
"July 17, 2014; 01:10:13 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2014-0436,Unspecified vulnerability in the Hyperion BI+ component in Oracle Hyperion 11.1.2.2 and 11.1.2.3 allows remote attackers to affect integrity via unknown vectors related to Web Analysis.
"July 06, 2014; 07:55:02 PM -04:00","
                            ,V2:, ,2.6 LOW,
                        ",CVE-2014-4721,"The phpinfo implementation in ext/standard/info.c in PHP before 5.4.30 and 5.5.x before 5.5.14 does not ensure use of the string data type for the PHP_AUTH_PW, PHP_AUTH_TYPE, PHP_AUTH_USER, and PHP_SELF variables, which might allow context-dependent attackers to obtain sensitive information from process memory by using the integer data type with crafted values, related to a ""type confusion"" vulnerability, as demonstrated by reading a private SSL key in an Apache HTTP Server web-hosting environment with mod_ssl and a PHP 5.3.x mod_php."
"June 11, 2014; 06:57:17 AM -04:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2014-1540,Use-after-free vulnerability in the nsEventListenerManager::CompileEventHandlerInternal function in the Event Listener Manager in Mozilla Firefox before 30.0 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via crafted web content.
"June 01, 2014; 12:29:34 AM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-0237,The cdf_unpack_summary_info function in cdf.c in the Fileinfo component in PHP before 5.4.29 and 5.5.x before 5.5.13 allows remote attackers to cause a denial of service (performance degradation) by triggering many file_printf calls.
"May 15, 2014; 10:55:07 AM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2014-0211,"Multiple integer overflows in the (1) fs_get_reply, (2) fs_alloc_glyphs, and (3) fs_read_extent_info functions in X.Org libXfont before 1.4.8 and 1.4.9x before 1.4.99.901 allow remote font servers to execute arbitrary code via a crafted xfs reply, which triggers a buffer overflow."
"April 30, 2014; 06:49:04 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2014-1523,"Heap-based buffer overflow in the read_u32 function in Mozilla Firefox before 29.0, Firefox ESR 24.x before 24.5, Thunderbird before 24.5, and SeaMonkey before 2.26 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted JPEG image."
"April 19, 2014; 03:55:07 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-0778,The TCPUploader module in Progea Movicon 11.4 before 11.4.1150 allows remote attackers to obtain potentially sensitive version information via network traffic to TCP port 10651.
"April 15, 2014; 10:55:16 PM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2014-2450,Unspecified vulnerability in Oracle MySQL Server 5.6.15 and earlier allows remote authenticated users to affect availability via unknown vectors related to Optimizer.
"April 15, 2014; 10:55:15 PM -04:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2014-2430,Unspecified vulnerability in Oracle MySQL Server 5.5.36 and earlier and 5.6.16 and earlier allows remote authenticated users to affect availability via unknown vectors related to Performance Schema.
"April 15, 2014; 10:55:14 PM -04:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2014-2410,"Unspecified vulnerability in Oracle Java SE 8 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to JavaFX."
"April 15, 2014; 09:55:09 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2014-0457,"Unspecified vulnerability in Oracle Java SE 5.0u61, SE 6u71, 7u51, and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded 7u51 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Libraries."
"April 15, 2014; 07:13:13 PM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2014-0107,"The TransformerFactory in Apache Xalan-Java before 2.7.2 does not properly restrict access to certain properties when FEATURE_SECURE_PROCESSING is enabled, which allows remote attackers to bypass expected restrictions and load arbitrary classes or access external resources via a crafted (1) xalan:content-header, (2) xalan:entities, (3) xslt:content-header, or (4) xslt:entities property, or a Java property that is bound to the XSLT 1.0 system-property function."
"April 12, 2014; 12:37:31 AM -04:00","
                            ,V2:, ,4.7 MEDIUM,
                        ",CVE-2013-2828,The DNP Master Driver in the OSIsoft PI Interface before 3.1.2.54 for DNP3 allows physically proximate attackers to cause a denial of service (interface shutdown) via crafted input over a serial line.
"March 21, 2014; 10:55:12 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2014-2497,"The gdImageCreateFromXpm function in gdxpm.c in libgd, as used in PHP 5.4.26 and earlier, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted color table in an XPM file."
"March 19, 2014; 06:55:06 AM -04:00","
                            ,V2:, ,9.3 HIGH,
                        ",CVE-2014-1493,"Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 28.0, Firefox ESR 24.x before 24.4, Thunderbird before 24.4, and SeaMonkey before 2.25 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors."
"February 28, 2014; 07:01:07 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2014-1456,Cross-site scripting (XSS) vulnerability in the login page in Open Web Analytics (OWA) before 1.5.6 allows remote attackers to inject arbitrary web script or HTML via the owa_user_id parameter to index.php.
"February 10, 2014; 06:55:05 PM -05:00","
                            ,V2:, ,4.4 MEDIUM,
                        ",CVE-2014-1876,"The unpacker::redirect_stdio function in unpack.cpp in unpack200 in OpenJDK 6, 7, and 8; Oracle Java SE 5.0u61, 6u71, 7u51, and 8; JRockit R27.8.1 and R28.3.1; and Java SE Embedded 7u51 does not securely create temporary files when a log file cannot be opened, which allows local users to overwrite arbitrary files via a symlink attack on /tmp/unpack.log."
"February 06, 2014; 12:44:24 AM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2014-1478,"Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 27.0 and SeaMonkey before 2.24 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via vectors related to the MPostWriteBarrier class in js/src/jit/MIR.h and stack alignment in js/src/jit/AsmJS.cpp in OdinMonkey, and unknown other vectors."
"January 15, 2014; 11:11:05 AM -05:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2013-5890,"Unspecified vulnerability in the Oracle Payroll component in Oracle E-Business Suite 11.5.10.2, 12.0.6, 12.1.1, 12.1.2, 12.1.3, and 12.2.2 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Exception Reporting."
"January 15, 2014; 11:11:04 AM -05:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2013-5870,"Unspecified vulnerability in Oracle Java SE 7u45 and JavaFX 2.2.45 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to JavaFX."
"January 15, 2014; 11:08:10 AM -05:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2014-0444,"Unspecified vulnerability in the Oracle AutoVue Electro-Mechanical Professional component in Oracle Supply Chain Products Suite 20.1.1 allows remote authenticated users to affect confidentiality via unknown vectors related to Web General, a different vulnerability than CVE-2013-5868 and CVE-2013-5871."
"January 15, 2014; 11:08:10 AM -05:00","
                            ,V2:, ,5.1 MEDIUM,
                        ",CVE-2014-0418,"Unspecified vulnerability in Oracle Java SE 6u65 and 7u45 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Deployment, a different vulnerability than CVE-2013-5889, CVE-2013-5902, CVE-2014-0410, CVE-2014-0415, and CVE-2014-0424."
"January 15, 2014; 11:08:07 AM -05:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2014-0394,"Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect confidentiality via unknown vectors related to Updates Environment Mgmt, a different vulnerability than CVE-2014-0395."
"January 15, 2014; 11:08:06 AM -05:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2014-0373,"Unspecified vulnerability in Oracle Java SE 5.0u55, 6u65, and 7u45, and OpenJDK 7, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Serviceability.  NOTE: the previous information is from the January 2014 CPU. Oracle has not commented on third-party claims that the issue is related to throwing of an incorrect exception when SnmpStatusException should have been used in the SNMP implementation, which allows attackers to escape the sandbox."
"January 15, 2014; 11:08:06 AM -05:00","
                            ,V2:, ,5.5 MEDIUM,
                        ",CVE-2013-5897,"Unspecified vulnerability in the Oracle Agile Product Lifecycle Management for Process component in Oracle Supply Chain Products Suite 6.0, 6.1, and 6.1.1 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Manage Data Cache."
"December 17, 2013; 10:21:23 AM -05:00","
                            ,V2:, ,7.1 HIGH,
                        ",CVE-2013-2814,Cooper Power Systems Cybectec DNP3 Master OPC Server allows remote attackers to cause a denial of service (unhandled exception and process crash) via unspecified vectors.
"December 04, 2013; 03:55:05 PM -05:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2013-2825,The DNP3 service in the Outstation component on Elecsys Director Gateway devices with kernel 2.6.32.11ael1 and earlier allows remote attackers to cause a denial of service (CPU consumption and communication outage) via crafted input.
"November 05, 2013; 01:55:04 PM -05:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2013-4438,Salt (aka SaltStack) before 0.17.1 allows remote attackers to execute arbitrary YAML code via unspecified vectors.  NOTE: the vendor states that this might not be a vulnerability because the YAML to be loaded has already been determined to be safe.
"October 16, 2013; 02:55:03 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2013-5859,Unspecified vulnerability in the Instantis EnterpriseTrack component in Oracle Primavera Products Suite 8.0.6 and 8.5 allows remote attackers to affect confidentiality via unknown vectors.
"October 16, 2013; 01:55:05 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2013-5836,"Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.51, 8.52, and 8.53 allows remote attackers to affect confidentiality via unknown vectors related to Business Interlink."
"October 16, 2013; 01:55:05 PM -04:00","
                            ,V2:, ,6.4 MEDIUM,
                        ",CVE-2013-5813,"Unspecified vulnerability in the Oracle WebCenter Content component in Oracle Fusion Middleware 10.1.3.5.1, 11.1.1.6.0, 11.1.1.7.0, and 11.1.1.8.0 allows remote attackers to affect confidentiality and integrity via unknown vectors related to Content Server."
"October 16, 2013; 11:55:34 AM -04:00","
                            ,V2:, ,1.5 LOW,
                        ",CVE-2013-5791,"Unspecified vulnerability in the Oracle Outside In Technology component in Oracle Fusion Middleware 8.4.0 and 8.4.1 allows context-dependent attackers to affect availability via unknown vectors related to Outside In Filters.  NOTE: the previous information is from the October 2013 CPU. Oracle has not commented on claims from a third party that the issue is a stack-based buffer overflow in the Microsoft Access 1.x parser in vsacs.dll before 8.4.0.108 and before 8.4.1.52, which allows attackers to execute arbitrary code via a long field (aka column) name."
"October 16, 2013; 11:55:34 AM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2013-5770,Unspecified vulnerability in the MySQL Server component in Oracle MySQL 5.6.11 and earlier allows remote authenticated users to affect availability via unknown vectors related to Locking.
"October 16, 2013; 11:55:33 AM -04:00","
                            ,V2:, ,6.4 MEDIUM,
                        ",CVE-2013-3829,"Unspecified vulnerability in the Java SE, Java SE Embedded component in Oracle Java SE Java SE 7u40 and earlier, Java SE 6u60 and earlier, Java SE 5.0u51 and earlier, and Java SE Embedded 7u40 and earlier allows remote attackers to affect confidentiality and integrity via unknown vectors related to Libraries."
"September 30, 2013; 05:55:09 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-4316,"Apache Struts 2.0.0 through 2.3.15.1 enables Dynamic Method Invocation by default, which has unknown impact and attack vectors."
"August 21, 2013; 08:17:56 AM -04:00","
                            ,V2:, ,7.5 HIGH,
                        ",CVE-2013-2901,"Multiple integer overflows in (1) libGLESv2/renderer/Renderer9.cpp and (2) libGLESv2/renderer/Renderer11.cpp in Almost Native Graphics Layer Engine (ANGLE), as used in Google Chrome before 29.0.1547.57, allow remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors."
"July 18, 2013; 12:51:40 PM -04:00","
                            ,V2:, ,7.8 HIGH,
                        ",CVE-2013-4778,"core/getLog.php on the Siemens Enterprise OpenScape Branch appliance and OpenScape Session Border Controller (SBC) before 2 R0.32.0, and 7 before 7 R1.7.0, allows remote attackers to obtain sensitive server and statistics information via unspecified vectors."
"July 17, 2013; 09:41:16 AM -04:00","
                            ,V2:, ,3.5 LOW,
                        ",CVE-2013-3803,"Unspecified vulnerability in the Hyperion BI+ component in Oracle Hyperion 11.1.1.3, 11.1.1.4.107 and earlier, 11.1.2.1.129 and earlier, and 11.1.2.2.305 and earlier allows remote authenticated users to affect confidentiality via unknown vectors related to Intelligence Service."
"July 17, 2013; 09:41:16 AM -04:00","
                            ,V2:, ,6.8 MEDIUM,
                        ",CVE-2013-3781,"Unspecified vulnerability in the Oracle Outside In Technology component in Oracle Fusion Middleware 8.3.7, 8.4.0, and 8.4.1 allows context-dependent attackers to affect availability via unknown vectors related to Outside In Filters, a different vulnerability than CVE-2013-3776."
"July 17, 2013; 09:41:16 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2013-3759,Unspecified vulnerability in the PeopleSoft Enterprise PeopleTools component in Oracle PeopleSoft Products 8.52 and 8.53 allows remote attackers to affect integrity via vectors related to PIA Search Functionality.
"July 10, 2013; 06:55:03 PM -04:00","
                            ,V2:, ,6.6 MEDIUM,
                        ",CVE-2013-2786,"Alstom Grid MiCOM S1 Agile before 1.0.3 and Alstom Grid MiCOM S1 Studio use weak permissions for the MiCOM S1 %PROGRAMFILES% directory, which allows local users to gain privileges via a Trojan horse executable file."
"June 18, 2013; 06:55:02 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-2464,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 21 and earlier, 6 Update 45 and earlier, and 5.0 Update 45 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D, a different vulnerability than CVE-2013-2463, CVE-2013-2465, CVE-2013-2469, CVE-2013-2470, CVE-2013-2471, CVE-2013-2472, and CVE-2013-2473."
"June 18, 2013; 06:55:02 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2013-2444,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 21 and earlier, 6 Update 45 and earlier, and 5.0 Update 45 and earlier; JavaFX 2.2.21 and earlier; and OpenJDK 7 allows remote attackers to affect availability via vectors related to AWT.  NOTE: the previous information is from the June 2013 CPU. Oracle has not commented on claims from another vendor that this issue does not ""properly manage and restrict certain resources related to the processing of fonts,"" possibly involving temporary files."
"May 23, 2013; 01:55:02 PM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2011-4520,Heap-based buffer overflow in an ActiveX component in MICROSYS PROMOTIC before 8.1.5 allows remote attackers to cause a denial of service via a crafted web page.
"April 17, 2013; 10:25:36 PM -04:00","
                            ,V2:, ,7.1 HIGH,
                        ",CVE-2012-4695,"LogReceiver.exe in Rockwell Automation RSLinx Enterprise CPR9, CPR9-SR1, CPR9-SR2, CPR9-SR3, CPR9-SR4, CPR9-SR5, CPR9-SR5.1, and CPR9-SR6 allows remote attackers to cause a denial of service (service outage) via a zero-byte UDP packet that is not properly handled by Logger.dll."
"April 17, 2013; 02:55:07 PM -04:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-2420,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 17 and earlier, 6 Update 43 and earlier, and 5.0 Update 41 and earlier; and OpenJDK 6 and 7; allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D.  NOTE: the previous information is from the April 2013 CPU. Oracle has not commented on claims from another vendor that this issue is related to insufficient ""validation of images"" in share/native/sun/awt/image/awt_ImageRep.c, possibly involving offsets."
"April 17, 2013; 01:55:07 PM -04:00","
                            ,V2:, ,4.9 MEDIUM,
                        ",CVE-2013-2413,Unspecified vulnerability in the Siebel Enterprise Application Integration component in Oracle Siebel CRM 8.1.1 and 8.2.2 allows remote authenticated users to affect confidentiality and integrity via unknown vectors related to Web Services.
"April 17, 2013; 01:55:06 PM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2013-2389,"Unspecified vulnerability in Oracle MySQL 5.1.68 and earlier, 5.5.30 and earlier, and 5.6.10 and earlier allows remote authenticated users to affect availability via unknown vectors related to InnoDB."
"April 17, 2013; 08:19:45 AM -04:00","
                            ,V2:, ,2.1 LOW,
                        ",CVE-2013-1560,"Unspecified vulnerability in the Oracle FLEXCUBE Direct Banking component in Oracle Financial Services Software 2.8.0 through 4.1.0 allows remote authenticated users to affect confidentiality via vectors related to BASE, a different vulnerability than CVE-2013-2385."
"April 17, 2013; 08:19:44 AM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2013-1536,Unspecified vulnerability in the Oracle Transportation Management component in Oracle Supply Chain Products Suite 5.5.05 and 6.2 allows remote authenticated users to affect confidentiality via unknown vectors related to Security.
"April 17, 2013; 08:19:44 AM -04:00","
                            ,V2:, ,4.3 MEDIUM,
                        ",CVE-2013-1515,Unspecified vulnerability in the Oracle GlassFish Server component in Oracle Sun Middleware Products 3.0.1 and 3.1.2 allows remote attackers to affect integrity via vectors related to ADMIN Interface.
"April 17, 2013; 08:14:51 AM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2013-0416,"Unspecified vulnerability in the Siebel Enterprise Application Integration component in Oracle Siebel CRM 8.1.1 and 8.2.2 allows remote authenticated users to affect confidentiality via unknown vectors related to Web Services, a different vulnerability than CVE-2013-2403."
"April 05, 2013; 05:55:00 PM -04:00","
                            ,V2:, ,5.0 MEDIUM,
                        ",CVE-2013-0681,"Cogent Real-Time Systems Cogent DataHub before 7.3.0, OPC DataHub before 6.4.22, Cascade DataHub before 6.4.22 on Windows, and DataHub QuickTrend before 7.3.0 allow remote attackers to cause a denial of service (NULL pointer dereference and application crash) via malformed data in a formatted text command."
"March 21, 2013; 10:55:01 AM -04:00","
                            ,V2:, ,4.0 MEDIUM,
                        ",CVE-2013-0669,The HMI web application in Siemens WinCC (TIA Portal) 11 allows remote authenticated users to cause a denial of service (daemon crash) via a crafted HTTP request.
"March 08, 2013; 01:55:01 PM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-1491,"The Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 17 and earlier, 6 Update 43 and earlier, 5.0 Update 41 and earlier, and JavaFX 2.2.7 and earlier allows remote attackers to execute arbitrary code via vectors related to 2D, as demonstrated by Joshua Drake during a Pwn2Own competition at CanSecWest 2013."
"February 20, 2013; 04:55:02 PM -05:00","
                            ,V2:, ,10.0 HIGH,
                        ",CVE-2013-1484,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 13 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Libraries."
